language,date,condition,speaker,duration,start,end,IOI
Mandarin,13012,sing,16,0.636651492,26.63038118,27.26703267,1.570718065
Mandarin,13012,sing,16,0.311552858,27.26703267,27.57858553,3.20972822
Mandarin,13012,sing,16,0.331871523,27.57858553,27.91045705,3.013214248
Mandarin,13012,sing,16,0.331871523,27.91045705,28.24232857,3.013214248
Mandarin,13012,sing,16,0.30477997,28.24232857,28.54710854,3.281055514
Mandarin,13012,sing,16,0.298007081,28.54710854,28.84511563,3.355624958
Mandarin,13012,sing,16,0.338644411,28.84511563,29.18376004,2.952949963
Mandarin,13012,sing,16,0.345417299,29.18376004,29.52917734,2.895048983
Mandarin,13012,sing,16,0.508444867,60.88490206,61.39334693,1.966781584
Mandarin,13012,sing,16,0.30477997,61.39334693,61.6981269,3.281055514
Mandarin,13012,sing,16,0.284461305,61.6981269,61.9825882,3.515416622
Mandarin,13012,sing,16,0.670515933,62.17222907,62.84274501,1.49138887
Mandarin,13012,sing,16,0.325098634,62.84274501,63.16784364,3.075989544
Mandarin,13012,sing,16,0.250596864,63.16784364,63.41844051,3.990472923
Mandarin,13012,sing,16,0.311552858,63.41844051,63.72999336,3.20972822
Mandarin,13012,sing,16,0.325098634,63.72999336,64.055092,3.075989544
Mandarin,13012,sing,16,0.26414264,64.055092,64.31923464,3.785833285
Mandarin,13012,sing,16,0.30477997,64.31923464,64.62401461,3.281055514
Mandarin,13012,sing,16,0.751312341,64.62401461,65.37532695,1.331004357
Mandarin,13012,sing,16,0.637847119,111.860071,112.4979181,1.567773799
Mandarin,13012,sing,16,0.358963075,112.4979181,112.8568812,2.785801852
Mandarin,13012,sing,16,0.318325746,112.8568812,113.1752069,3.14143613
Mandarin,13012,sing,16,0.30477997,113.1752069,113.4799869,3.281055514
Mandarin,13012,sing,16,0.291234193,113.4799869,113.7712211,3.433662747
Mandarin,13012,sing,16,0.270915529,113.7712211,114.0421366,3.691187453
Mandarin,13012,sing,16,0.318325746,114.0421366,114.3604623,3.14143613
Mandarin,13012,sing,16,0.940235835,114.3604623,115.3006982,1.063562951
