language,date,condition,speaker,duration,start,end,IOI
Mandarin,13011,conv,6,0.250596864,3.50278958,3.753386444,3.990472923
Mandarin,13011,conv,6,0.230278199,3.753386444,3.983664643,4.342573474
Mandarin,13011,conv,6,0.162549317,3.983664643,4.146213961,6.151979089
Mandarin,13011,conv,6,0.116832322,4.146213961,4.263046282,8.559275254
Mandarin,13011,conv,6,0.13207132,4.263046282,4.395117602,7.571666571
Mandarin,13011,conv,6,0.18964087,4.395117602,4.584758472,5.273124933
Mandarin,13011,conv,6,0.121911988,4.584758472,4.70667046,8.202638785
Mandarin,13011,conv,6,0.145617097,4.70667046,4.852287557,6.867325495
Mandarin,13011,conv,6,0.109712062,4.852287557,4.961999619,9.11476808
Mandarin,13011,conv,6,0.138844208,4.961999619,5.100843827,7.202316982
Mandarin,13011,conv,6,0.094820435,5.100843827,5.195664262,10.54624987
Mandarin,13011,conv,6,0.186254426,5.195664262,5.381918688,5.368999932
Mandarin,13011,conv,6,0.220118867,5.381918688,5.602037555,4.542999943
Mandarin,13011,conv,6,0.253983308,5.602037555,5.856020863,3.937266617
Mandarin,13011,conv,6,0.111752656,5.856020863,5.967773519,8.94833322
Mandarin,13011,conv,6,0.145617097,5.967773519,6.113390615,6.867325495
Mandarin,13011,conv,6,0.250596864,6.113390615,6.363987479,3.990472923
Mandarin,13011,conv,6,0.298007081,6.918455413,7.216462495,3.355624958
Mandarin,13011,conv,6,0.135457764,8.006076225,8.141533989,7.382374907
Mandarin,13011,conv,6,0.186254426,8.141533989,8.327788415,5.368999932
Mandarin,13011,conv,6,0.1151391,8.327788415,8.442927515,8.685146949
Mandarin,13011,conv,6,0.172708649,8.442927515,8.615636164,5.790097966
Mandarin,13011,conv,6,0.101593323,8.615636164,8.717229488,9.843166542
Mandarin,13011,conv,6,0.138844208,8.717229488,8.856073696,7.202316982
Mandarin,13011,conv,6,0.081274659,8.856073696,8.937348355,12.30395818
Mandarin,13011,conv,6,0.121911988,8.937348355,9.059260342,8.202638785
Mandarin,13011,conv,6,0.193027314,9.059260342,9.252287657,5.18061397
Mandarin,13011,conv,6,0.091433991,9.448384976,9.539818967,10.93685171
Mandarin,13011,conv,6,0.091433991,9.539818967,9.631252958,10.93685171
Mandarin,13011,conv,6,0.088047547,9.631252958,9.719300505,11.35749986
