language,date,condition,speaker,duration,start,end,IOI
Mandarin,13010,conv,4,0.213345979,42.60674062,42.8200866,4.687222163
Mandarin,13010,conv,4,0.172708649,42.8200866,42.99279525,5.790097966
Mandarin,13010,conv,4,0.118525544,42.99279525,43.11132079,8.436999893
Mandarin,13010,conv,4,0.128684876,43.11132079,43.24000567,7.770920954
Mandarin,13010,conv,4,0.150696763,49.28758431,49.43828107,6.635842613
Mandarin,13010,conv,4,0.248903642,49.43828107,49.68718471,4.017618997
Mandarin,13010,conv,4,0.18964087,49.68718471,49.87682558,5.273124933
Mandarin,13010,conv,4,0.196413758,49.87682558,50.07323934,5.091293039
Mandarin,13010,conv,4,0.092524345,83.37879941,83.47132375,10.80796627
Mandarin,13010,conv,4,0.149003541,83.47132375,83.62032729,6.711249915
Mandarin,13010,conv,4,0.507966616,83.62032729,84.12829391,1.968633308
Mandarin,13010,conv,4,0.216732423,84.12829391,84.34502633,4.613984317
Mandarin,13010,conv,4,0.389441072,84.34502633,84.73446741,2.567782576
Mandarin,13010,conv,4,0.142230653,84.93038468,85.07261534,7.030833244
Mandarin,13010,conv,4,0.186254426,85.07261534,85.25886976,5.368999932
Mandarin,13010,conv,4,0.159162873,85.25886976,85.41803264,6.282872261
Mandarin,13010,conv,4,0.172708649,85.41803264,85.59074128,5.790097966
Mandarin,13010,conv,4,0.142230653,85.59074128,85.73297194,7.030833244
Mandarin,13010,conv,4,0.159162873,85.73297194,85.89213481,6.282872261
Mandarin,13010,conv,4,0.186254426,85.89213481,86.07838924,5.368999932
Mandarin,13010,conv,4,0.152389985,86.07838924,86.23077922,6.562111028
Mandarin,13010,conv,4,0.298007081,86.23077922,86.5287863,3.355624958
Mandarin,13010,conv,4,0.128259322,86.5287863,86.65704562,7.79670423
Mandarin,13010,conv,4,0.108366211,86.65704562,86.76541184,9.227968633
Mandarin,13010,conv,4,0.104979767,86.76541184,86.8703916,9.525645041
Mandarin,13010,conv,4,0.118525544,86.8703916,86.98891715,8.436999893
Mandarin,13010,conv,4,0.118525544,86.98891715,87.10744269,8.436999893
Mandarin,13010,conv,4,0.230278199,87.10744269,87.33772089,4.342573474
Mandarin,13010,conv,4,0.220118867,87.33772089,87.55783976,4.542999943
Mandarin,13010,conv,4,0.230278199,87.55783976,87.78811796,4.342573474
