language,date,condition,speaker,duration,start,end,IOI
Mandarin,13012,conv,14,0.069161226,63.83659279,63.90575401,14.45896863
Mandarin,13012,conv,14,0.138844208,63.90575401,64.04459822,7.202316982
Mandarin,13012,conv,14,0.216732423,64.04459822,64.26133065,4.613984317
Mandarin,13012,conv,14,0.162549317,64.26133065,64.42387996,6.151979089
Mandarin,13012,conv,14,0.098206879,64.42387996,64.52208684,10.18258608
Mandarin,13012,conv,14,0.149003541,64.52208684,64.67109038,6.711249915
Mandarin,13012,conv,14,0.223505311,64.67109038,64.89459569,4.47416661
Mandarin,13012,conv,14,0.172708649,64.89459569,65.06730434,5.790097966
Mandarin,13012,conv,14,0.159162873,65.06730434,65.22646722,6.282872261
Mandarin,13012,conv,14,0.169322205,65.22646722,65.39578942,5.905899925
Mandarin,13012,conv,14,0.220118867,65.39578942,65.61590829,4.542999943
Mandarin,13012,conv,14,0.149003541,65.61590829,65.76491183,6.711249915
Mandarin,13012,conv,14,0.091433991,65.76491183,65.85634582,10.93685171
Mandarin,13012,conv,14,0.203186646,65.85634582,66.05953247,4.921583271
Mandarin,13012,conv,14,0.206573091,66.05953247,66.26610556,4.840901578
Mandarin,13012,conv,14,0.118525544,66.71304972,66.83157526,8.436999893
Mandarin,13012,conv,14,0.199800202,66.83157526,67.03137546,5.004999937
Mandarin,13012,conv,14,0.223505311,67.03137546,67.25488078,4.47416661
Mandarin,13012,conv,14,0.108366211,67.67479984,67.78316606,9.227968633
Mandarin,13012,conv,14,0.220118867,67.78316606,68.00328492,4.542999943
Mandarin,13012,conv,14,0.196413758,68.00328492,68.19969868,5.091293039
Mandarin,13012,conv,14,0.1151391,68.19969868,68.31483778,8.685146949
Mandarin,13012,conv,14,0.223505311,68.31483778,68.53834309,4.47416661
Mandarin,13012,conv,14,0.186254426,68.53834309,68.72459752,5.368999932
Mandarin,13012,conv,14,0.138844208,68.72459752,68.86344173,7.202316982
Mandarin,13012,conv,14,0.201323605,68.86344173,69.06476533,4.967127422
Mandarin,13012,conv,14,0.18964087,69.06476533,69.2544062,5.273124933
Mandarin,13012,conv,14,0.1151391,69.2544062,69.3695453,8.685146949
Mandarin,13012,conv,14,0.098206879,69.3695453,69.46775218,10.18258608
Mandarin,13012,conv,14,0.088047547,69.46775218,69.55579973,11.35749986
