language,date,condition,speaker,duration,start,end,IOI
Mandarin,13010,sing,2,0.421327888,6.11599774,6.537325629,2.373448394
Mandarin,13010,sing,2,0.277688417,6.537325629,6.815014046,3.601158491
Mandarin,13010,sing,2,0.291234193,6.815014046,7.106248239,3.433662747
Mandarin,13010,sing,2,0.284461305,7.106248239,7.390709544,3.515416622
Mandarin,13010,sing,2,0.257369752,7.390709544,7.648079296,3.885460477
Mandarin,13010,sing,2,0.270915529,7.648079296,7.918994825,3.691187453
Mandarin,13010,sing,2,0.230278199,7.918994825,8.149273024,4.342573474
Mandarin,13010,sing,2,0.467329287,8.149273024,8.616602311,2.139818814
Mandarin,13010,sing,2,0.26414264,8.616602311,8.880744951,3.785833285
Mandarin,13010,sing,2,0.26414264,8.880744951,9.144887591,3.785833285
Mandarin,13010,sing,2,0.926476866,9.144887591,10.07136446,1.079357765
Mandarin,13010,sing,2,0.463363116,25.33739079,25.80075391,2.15813466
Mandarin,13010,sing,2,0.521512393,25.80075391,26.3222663,1.917499976
Mandarin,13010,sing,2,0.582468386,26.3222663,26.90473468,1.716831374
Mandarin,13010,sing,2,0.358963075,26.90473468,27.26369776,2.785801852
Mandarin,13010,sing,2,0.535058169,27.26369776,27.79875593,1.868955673
Mandarin,13010,sing,2,0.277688417,27.79875593,28.07644435,3.601158491
Mandarin,13010,sing,2,0.270915529,28.07644435,28.34735987,3.691187453
Mandarin,13010,sing,2,0.776075428,28.34735987,29.1234353,1.288534547
Mandarin,13010,sing,2,0.205743999,44.69446913,44.90021312,4.860409086
Mandarin,13010,sing,2,0.203186646,44.90021312,45.10339977,4.921583271
Mandarin,13010,sing,2,0.250596864,45.10339977,45.35399663,3.990472923
Mandarin,13010,sing,2,0.270915529,45.35399663,45.62491216,3.691187453
Mandarin,13010,sing,2,0.602787051,45.62491216,46.22769921,1.658960653
Mandarin,13010,sing,2,0.338644411,46.22769921,46.56634362,2.952949963
Mandarin,13010,sing,2,0.413146181,46.56634362,46.97948981,2.420450789
Mandarin,13010,sing,2,0.250596864,46.97948981,47.23008667,3.990472923
Mandarin,13010,sing,2,0.284461305,47.23008667,47.51454797,3.515416622
Mandarin,13010,sing,2,0.688277246,47.51454797,48.20282522,1.452902891
Mandarin,13010,sing,2,0.413384625,65.07169623,65.48508085,2.419054653
