language,date,condition,speaker,duration,start,end,IOI
Mandarin,13010,sing,4,0.201788749,14.25917721,14.46096596,4.955677693
Mandarin,13010,sing,4,0.237051088,14.46096596,14.69801705,4.218499947
Mandarin,13010,sing,4,0.277688417,14.69801705,14.97570546,3.601158491
Mandarin,13010,sing,4,0.277688417,14.97570546,15.25339388,3.601158491
Mandarin,13010,sing,4,0.440237734,15.25339388,15.69363161,2.271499971
Mandarin,13010,sing,4,0.216732423,15.69363161,15.91036404,4.613984317
Mandarin,13010,sing,4,0.196413758,15.91036404,16.10677779,5.091293039
Mandarin,13010,sing,4,0.440237734,16.10677779,16.54701553,2.271499971
Mandarin,13010,sing,4,0.318325746,16.54701553,16.86534127,3.14143613
Mandarin,13010,sing,4,0.237051088,16.86534127,17.10239236,4.218499947
Mandarin,13010,sing,4,0.487647951,17.10239236,17.59004031,2.050659696
Mandarin,13010,sing,4,0.372508852,33.56161739,33.93412625,2.684499966
Mandarin,13010,sing,4,0.18964087,33.93412625,34.12376712,5.273124933
Mandarin,13010,sing,4,0.270915529,34.12376712,34.39468265,3.691187453
Mandarin,13010,sing,4,0.196413758,34.39468265,34.5910964,5.091293039
Mandarin,13010,sing,4,0.203186646,34.5910964,34.79428305,4.921583271
Mandarin,13010,sing,4,0.270915529,34.79428305,35.06519858,3.691187453
Mandarin,13010,sing,4,0.243823976,35.06519858,35.30902255,4.101319393
Mandarin,13010,sing,4,0.521512393,35.30902255,35.83053495,1.917499976
Mandarin,13010,sing,4,0.250596864,35.83053495,36.08113181,3.990472923
Mandarin,13010,sing,4,0.230278199,36.08113181,36.31141001,4.342573474
Mandarin,13010,sing,4,0.550467809,36.31141001,36.86187782,1.816636656
Mandarin,13010,sing,4,0.457294637,52.15638268,52.61367732,2.186773951
Mandarin,13010,sing,4,0.45378351,52.61367732,53.06746083,2.203694002
Mandarin,13010,sing,4,0.616332828,53.06746083,53.68379366,1.622499979
Mandarin,13010,sing,4,0.237051088,53.68379366,53.92084474,4.218499947
Mandarin,13010,sing,4,0.284461305,53.92084474,54.20530605,3.515416622
Mandarin,13010,sing,4,0.209959535,54.20530605,54.41526558,4.76282252
Mandarin,13010,sing,4,0.447010622,54.41526558,54.8622762,2.237083305
Mandarin,13010,sing,4,0.382543502,54.8622762,55.24481971,2.614081786
