language,date,condition,speaker,duration,start,end,IOI
Mandarin,13012,conv,12,0.099639223,22.93102583,23.03066505,10.03620831
Mandarin,13012,conv,12,0.094820435,23.03066505,23.12548548,10.54624987
Mandarin,13012,conv,12,0.138844208,23.12548548,23.26432969,7.202316982
Mandarin,13012,conv,12,0.088047547,23.26432969,23.35237724,11.35749986
Mandarin,13012,conv,12,0.128684876,23.35237724,23.48106212,7.770920954
Mandarin,13012,conv,12,0.142230653,23.48106212,23.62329277,7.030833244
Mandarin,13012,conv,12,0.047410218,23.62329277,23.67070299,21.09249973
Mandarin,13012,conv,12,0.088047547,23.67070299,23.75875053,11.35749986
Mandarin,13012,conv,12,0.118525544,23.75875053,23.87727608,8.436999893
Mandarin,13012,conv,12,0.413146181,23.87727608,24.29042226,2.420450789
Mandarin,13012,conv,12,0.088047547,24.70768335,24.7957309,11.35749986
Mandarin,13012,conv,12,0.138844208,24.7957309,24.93457511,7.202316982
Mandarin,13012,conv,12,0.318325746,24.93457511,25.25290085,3.14143613
Mandarin,13012,conv,12,0.24721042,25.50011127,25.74732169,4.045136935
Mandarin,13012,conv,12,0.175912976,25.74732169,25.92323467,5.684628974
Mandarin,13012,conv,12,0.149003541,25.92323467,26.07223821,6.711249915
Mandarin,13012,conv,12,0.088047547,26.07223821,26.16028576,11.35749986
Mandarin,13012,conv,12,0.084661103,26.16028576,26.24494686,11.81179985
Mandarin,13012,conv,12,0.186254426,26.24494686,26.43120129,5.368999932
Mandarin,13012,conv,12,0.182867982,26.43120129,26.61406927,5.468425857
Mandarin,13012,conv,12,0.15275422,26.61406927,26.76682349,6.546463984
Mandarin,13012,conv,12,0.091433991,26.76682349,26.85825748,10.93685171
Mandarin,13012,conv,12,0.084661103,26.85825748,26.94291858,11.81179985
Mandarin,13012,conv,12,0.101593323,26.94291858,27.0445119,9.843166542
Mandarin,13012,conv,12,0.142230653,28.62280157,28.76503223,7.030833244
Mandarin,13012,conv,12,0.274301973,28.76503223,29.0393342,3.645617238
Mandarin,13012,conv,12,0.098206879,32.74912955,32.84733643,10.18258608
Mandarin,13012,conv,12,0.091433991,32.84733643,32.93877042,10.93685171
Mandarin,13012,conv,12,0.104979767,32.93877042,33.04375019,9.525645041
Mandarin,13012,conv,12,0.145617097,33.37464466,33.52026176,6.867325495
