language,date,condition,speaker,duration,start,end,IOI
Mandarin,13011,sing,8,0.462468483,12.98229786,13.44476634,2.162309511
Mandarin,13011,sing,8,0.501193728,13.44476634,13.94596007,1.995236461
Mandarin,13011,sing,8,0.514739504,13.94596007,14.46069957,1.942730239
Mandarin,13011,sing,8,0.277688417,14.46069957,14.73838799,3.601158491
Mandarin,13011,sing,8,0.30477997,14.73838799,15.04316796,3.281055514
Mandarin,13011,sing,8,0.45378351,15.04316796,15.49695147,2.203694002
Mandarin,13011,sing,8,0.467329287,15.49695147,15.96428076,2.139818814
Mandarin,13011,sing,8,0.627966519,15.96428076,16.59224728,1.592441586
Mandarin,13011,sing,8,0.491198213,34.32892132,34.82011954,2.035838024
Mandarin,13011,sing,8,0.216732423,34.82011954,35.03685196,4.613984317
Mandarin,13011,sing,8,0.18964087,35.03685196,35.22649283,5.273124933
Mandarin,13011,sing,8,0.311552858,35.22649283,35.53804569,3.20972822
Mandarin,13011,sing,8,0.26414264,35.53804569,35.80218833,3.785833285
Mandarin,13011,sing,8,0.277688417,35.80218833,36.07987675,3.601158491
Mandarin,13011,sing,8,0.243823976,36.07987675,36.32370072,4.101319393
Mandarin,13011,sing,8,0.528285281,36.32370072,36.851986,1.892916643
Mandarin,13011,sing,8,0.237051088,36.851986,37.08903709,4.218499947
Mandarin,13011,sing,8,0.230278199,37.08903709,37.31931529,4.342573474
Mandarin,13011,sing,8,0.666965671,37.31931529,37.98628096,1.499327541
Mandarin,13011,sing,8,0.440565369,56.39278881,56.83335418,2.269810724
Mandarin,13011,sing,8,0.257369752,56.83335418,57.09072393,3.885460477
Mandarin,13011,sing,8,0.277688417,57.09072393,57.36841235,3.601158491
Mandarin,13011,sing,8,0.26414264,57.36841235,57.63255499,3.785833285
Mandarin,13011,sing,8,0.250596864,57.63255499,57.88315185,3.990472923
Mandarin,13011,sing,8,0.345417299,57.88315185,58.22856915,2.895048983
Mandarin,13011,sing,8,0.291234193,58.22856915,58.51980334,3.433662747
Mandarin,13011,sing,8,0.386054628,58.51980334,58.90585797,2.590306985
Mandarin,13011,sing,8,0.413801452,78.31314196,78.72694341,2.41661791
Mandarin,13011,sing,8,0.372508852,78.72694341,79.09945227,2.684499966
Mandarin,13011,sing,8,0.325098634,79.09945227,79.4245509,3.075989544
