time,f0,language,date,speaker,condition
0.0,0.0,Mandarin,013011,s6,conv
0.009977324263038548,0.0,Mandarin,013011,s6,conv
0.019954648526077097,0.0,Mandarin,013011,s6,conv
0.029931972789115645,0.0,Mandarin,013011,s6,conv
0.039909297052154194,0.0,Mandarin,013011,s6,conv
0.049886621315192746,0.0,Mandarin,013011,s6,conv
0.05986394557823129,0.0,Mandarin,013011,s6,conv
0.06984126984126984,0.0,Mandarin,013011,s6,conv
0.07981859410430839,0.0,Mandarin,013011,s6,conv
0.08979591836734693,0.0,Mandarin,013011,s6,conv
0.09977324263038549,0.0,Mandarin,013011,s6,conv
0.10975056689342404,0.0,Mandarin,013011,s6,conv
0.11972789115646258,0.0,Mandarin,013011,s6,conv
0.12970521541950114,0.0,Mandarin,013011,s6,conv
0.13968253968253969,0.0,Mandarin,013011,s6,conv
0.14965986394557823,0.0,Mandarin,013011,s6,conv
0.15963718820861678,0.0,Mandarin,013011,s6,conv
0.16961451247165532,0.0,Mandarin,013011,s6,conv
0.17959183673469387,0.0,Mandarin,013011,s6,conv
0.18956916099773244,0.0,Mandarin,013011,s6,conv
0.19954648526077098,0.0,Mandarin,013011,s6,conv
0.20952380952380953,0.0,Mandarin,013011,s6,conv
0.21950113378684807,0.0,Mandarin,013011,s6,conv
0.22947845804988662,0.0,Mandarin,013011,s6,conv
0.23945578231292516,0.0,Mandarin,013011,s6,conv
0.2494331065759637,0.0,Mandarin,013011,s6,conv
0.2594104308390023,0.0,Mandarin,013011,s6,conv
0.2693877551020408,0.0,Mandarin,013011,s6,conv
0.27936507936507937,0.0,Mandarin,013011,s6,conv
0.2893424036281179,0.0,Mandarin,013011,s6,conv
0.29931972789115646,0.0,Mandarin,013011,s6,conv
0.309297052154195,0.0,Mandarin,013011,s6,conv
0.31927437641723355,0.0,Mandarin,013011,s6,conv
0.3292517006802721,0.0,Mandarin,013011,s6,conv
0.33922902494331064,0.0,Mandarin,013011,s6,conv
0.3492063492063492,198.8480847635095,Mandarin,013011,s6,conv
0.35918367346938773,195.4319936868492,Mandarin,013011,s6,conv
0.3691609977324263,194.30638823072118,Mandarin,013011,s6,conv
0.3791383219954649,193.18726578496916,Mandarin,013011,s6,conv
