time,f0,language,date,speaker,condition
0.0,0.0,Mandarin,013011,s9,conv
0.009977324263038548,246.2288826689832,Mandarin,013011,s9,conv
0.019954648526077097,244.81070866093103,Mandarin,013011,s9,conv
0.029931972789115645,243.40070273411817,Mandarin,013011,s9,conv
0.039909297052154194,243.40070273411817,Mandarin,013011,s9,conv
0.049886621315192746,241.99881784385852,Mandarin,013011,s9,conv
0.05986394557823129,240.60500721642333,Mandarin,013011,s9,conv
0.06984126984126984,240.60500721642333,Mandarin,013011,s9,conv
0.07981859410430839,239.21922434748075,Mandarin,013011,s9,conv
0.08979591836734693,236.47155720542963,Mandarin,013011,s9,conv
0.09977324263038549,235.10958125672175,Mandarin,013011,s9,conv
0.10975056689342404,235.10958125672175,Mandarin,013011,s9,conv
0.11972789115646258,232.40911739156792,Mandarin,013011,s9,conv
0.12970521541950114,232.40911739156792,Mandarin,013011,s9,conv
0.13968253968253969,233.75544971224912,Mandarin,013011,s9,conv
0.14965986394557823,233.75544971224912,Mandarin,013011,s9,conv
0.15963718820861678,233.75544971224912,Mandarin,013011,s9,conv
0.16961451247165532,233.75544971224912,Mandarin,013011,s9,conv
0.17959183673469387,233.75544971224912,Mandarin,013011,s9,conv
0.18956916099773244,232.40911739156792,Mandarin,013011,s9,conv
0.19954648526077098,232.40911739156792,Mandarin,013011,s9,conv
0.20952380952380953,231.07053937445463,Mandarin,013011,s9,conv
0.21950113378684807,231.07053937445463,Mandarin,013011,s9,conv
0.22947845804988662,231.07053937445463,Mandarin,013011,s9,conv
0.23945578231292516,231.07053937445463,Mandarin,013011,s9,conv
0.2494331065759637,231.07053937445463,Mandarin,013011,s9,conv
0.2594104308390023,231.07053937445463,Mandarin,013011,s9,conv
0.2693877551020408,231.07053937445463,Mandarin,013011,s9,conv
0.27936507936507937,229.73967099940702,Mandarin,013011,s9,conv
0.2893424036281179,229.73967099940702,Mandarin,013011,s9,conv
0.29931972789115646,229.73967099940702,Mandarin,013011,s9,conv
0.309297052154195,228.41646786215435,Mandarin,013011,s9,conv
0.31927437641723355,228.41646786215435,Mandarin,013011,s9,conv
0.3292517006802721,231.07053937445463,Mandarin,013011,s9,conv
0.33922902494331064,236.47155720542963,Mandarin,013011,s9,conv
0.3492063492063492,243.40070273411817,Mandarin,013011,s9,conv
0.35918367346938773,247.65527207548806,Mandarin,013011,s9,conv
0.3691609977324263,249.08992447176465,Mandarin,013011,s9,conv
0.3791383219954649,249.08992447176465,Mandarin,013011,s9,conv
0.3891156462585034,251.98420997897463,Mandarin,013011,s9,conv
0.39909297052154197,250.53288772482563,Mandarin,013011,s9,conv
0.4090702947845805,250.53288772482563,Mandarin,013011,s9,conv
0.41904761904761906,253.44393965741244,Mandarin,013011,s9,conv
0.4290249433106576,251.98420997897463,Mandarin,013011,s9,conv
