time,f0,language,date,speaker,condition
0.0,0.0,Mandarin,013012,s17,sing
0.009977324263038548,0.0,Mandarin,013012,s17,sing
0.019954648526077097,0.0,Mandarin,013012,s17,sing
0.029931972789115645,0.0,Mandarin,013012,s17,sing
0.039909297052154194,0.0,Mandarin,013012,s17,sing
0.049886621315192746,0.0,Mandarin,013012,s17,sing
0.05986394557823129,0.0,Mandarin,013012,s17,sing
0.06984126984126984,0.0,Mandarin,013012,s17,sing
0.07981859410430839,0.0,Mandarin,013012,s17,sing
0.08979591836734693,0.0,Mandarin,013012,s17,sing
0.09977324263038549,0.0,Mandarin,013012,s17,sing
0.10975056689342404,0.0,Mandarin,013012,s17,sing
0.11972789115646258,0.0,Mandarin,013012,s17,sing
0.12970521541950114,0.0,Mandarin,013012,s17,sing
0.13968253968253969,0.0,Mandarin,013012,s17,sing
0.14965986394557823,0.0,Mandarin,013012,s17,sing
0.15963718820861678,0.0,Mandarin,013012,s17,sing
0.16961451247165532,0.0,Mandarin,013012,s17,sing
0.17959183673469387,0.0,Mandarin,013012,s17,sing
0.18956916099773244,0.0,Mandarin,013012,s17,sing
0.19954648526077098,0.0,Mandarin,013012,s17,sing
0.20952380952380953,0.0,Mandarin,013012,s17,sing
0.21950113378684807,0.0,Mandarin,013012,s17,sing
0.22947845804988662,0.0,Mandarin,013012,s17,sing
0.23945578231292516,0.0,Mandarin,013012,s17,sing
0.2494331065759637,0.0,Mandarin,013012,s17,sing
0.2594104308390023,0.0,Mandarin,013012,s17,sing
0.2693877551020408,0.0,Mandarin,013012,s17,sing
0.27936507936507937,0.0,Mandarin,013012,s17,sing
0.2893424036281179,0.0,Mandarin,013012,s17,sing
0.29931972789115646,0.0,Mandarin,013012,s17,sing
0.309297052154195,0.0,Mandarin,013012,s17,sing
0.31927437641723355,233.75544971224912,Mandarin,013012,s17,sing
0.3292517006802721,209.4588245641254,Mandarin,013012,s17,sing
0.33922902494331064,205.86044732869837,Mandarin,013012,s17,sing
0.3492063492063492,202.3238880603845,Mandarin,013012,s17,sing
0.35918367346938773,197.70280407057922,Mandarin,013012,s17,sing
0.3691609977324263,192.07458901020087,Mandarin,013012,s17,sing
0.3791383219954649,187.6875993342286,Mandarin,013012,s17,sing
0.3891156462585034,184.46323871718783,Mandarin,013012,s17,sing
0.39909297052154197,183.40080864093423,Mandarin,013012,s17,sing
0.4090702947845805,182.34449771164336,Mandarin,013012,s17,sing
0.41904761904761906,181.29427068562208,Mandarin,013012,s17,sing
0.4290249433106576,180.25009252216606,Mandarin,013012,s17,sing
0.43900226757369615,178.17974362806788,Mandarin,013012,s17,sing
0.4489795918367347,176.13317471922971,Mandarin,013012,s17,sing
0.45895691609977324,174.1101126592248,Mandarin,013012,s17,sing
0.4689342403628118,172.11028744886602,Mandarin,013012,s17,sing
0.47891156462585033,171.11900513652043,Mandarin,013012,s17,sing
0.4888888888888889,170.13343219017113,Mandarin,013012,s17,sing
0.4988662131519274,170.13343219017113,Mandarin,013012,s17,sing
0.508843537414966,169.1535357262897,Mandarin,013012,s17,sing
0.5188208616780046,168.1792830507429,Mandarin,013012,s17,sing
0.5287981859410431,167.2106416577019,Mandarin,013012,s17,sing
0.5387755102040817,165.29006363084235,Mandarin,013012,s17,sing
0.5487528344671202,163.39154532411,Mandarin,013012,s17,sing
0.5587301587301587,162.4504792712471,Mandarin,013012,s17,sing
0.5687074829931973,162.4504792712471,Mandarin,013012,s17,sing
0.5786848072562358,161.51483336000842,Mandarin,013012,s17,sing
0.5886621315192744,161.51483336000842,Mandarin,013012,s17,sing
0.5986394557823129,160.58457637267526,Mandarin,013012,s17,sing
0.6086167800453515,160.58457637267526,Mandarin,013012,s17,sing
0.61859410430839,160.58457637267526,Mandarin,013012,s17,sing
0.6285714285714286,159.65967727132997,Mandarin,013012,s17,sing
0.6385487528344671,159.65967727132997,Mandarin,013012,s17,sing
0.6485260770975056,160.58457637267526,Mandarin,013012,s17,sing
0.6585034013605442,161.51483336000842,Mandarin,013012,s17,sing
0.6684807256235827,161.51483336000842,Mandarin,013012,s17,sing
0.6784580498866213,161.51483336000842,Mandarin,013012,s17,sing
0.6884353741496598,161.51483336000842,Mandarin,013012,s17,sing
0.6984126984126984,162.4504792712471,Mandarin,013012,s17,sing
0.7083900226757369,162.4504792712471,Mandarin,013012,s17,sing
0.7183673469387755,162.4504792712471,Mandarin,013012,s17,sing
0.728344671201814,162.4504792712471,Mandarin,013012,s17,sing
0.7383219954648526,162.4504792712471,Mandarin,013012,s17,sing
0.7482993197278912,162.4504792712471,Mandarin,013012,s17,sing
0.7582766439909298,162.4504792712471,Mandarin,013012,s17,sing
0.7682539682539683,163.39154532411,Mandarin,013012,s17,sing
0.7782312925170068,164.33806291715806,Mandarin,013012,s17,sing
0.7882086167800454,0.0,Mandarin,013012,s17,sing
0.7981859410430839,0.0,Mandarin,013012,s17,sing
0.8081632653061225,0.0,Mandarin,013012,s17,sing
0.818140589569161,0.0,Mandarin,013012,s17,sing
0.8281179138321996,0.0,Mandarin,013012,s17,sing
0.8380952380952381,171.11900513652043,Mandarin,013012,s17,sing
0.8480725623582767,172.11028744886602,Mandarin,013012,s17,sing
0.8580498866213152,174.1101126592248,Mandarin,013012,s17,sing
0.8680272108843538,174.1101126592248,Mandarin,013012,s17,sing
